"";"beheer";"gemiddelde";"mediaan";"min";"max"
"1";"nulbeheer";0,201384908714952;0,107461017965429;-0,023465819284978;0,989282356688152
"2";"maaibeheer";0,267908557887013;0,168898075973665;-0,0592431415500648;0,938406345172273
